Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
228,Client Data Analyst,"$41,000.00","$78,000.00",4.1,COUNCIL ON ACCREDITATION,New York, NY,"New York, NY",51 to 200 employees,1977,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),FALSE
1335,Data Analyst,"$46,000.00","$86,000.00",4.1,Counter Threat Solutions,Norfolk, VA,"Reston, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
472,Data Analyst,"$41,000.00","$78,000.00",4.1,Counter Threat Solutions,Norfolk, VA,"Reston, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
1855,Senior Data Analyst,"$38,000.00","$68,000.00",4.1,Course Hero,Redwood City, CA,"Redwood City, CA",201 to 500 employees,2006,Company - Private,Colleges & Universities,Education, / Non-Applicable,TRUE
450,Data Analyst,"$53,000.00","$94,000.00",4.1,Cowen,New York, NY,"New York, NY",501 to 1000 employees,1918,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),FALSE
528,Data Analyst,"$41,000.00","$86,000.00",4.1,"Cowen Group, Inc.",New York, NY,"West Hartford, CT",1 to 50 employees,,,,, / Non-Applicable,FALSE
758,Data Analyst,"$44,000.00","$78,000.00",4.1,cPanel,Houston, TX,"Houston, TX",201 to 500 employees,1997,Company - Private,Computer Hardware & Software,Information Technology, / Non-Applicable,FALSE
1291,Business Analyst,"$48,000.00","$88,000.00",4.1,Crawford Thomas Recruiting,Houston, TX,"Orlando, FL",51 to 200 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
1651,Pricing Data Analyst,"$48,000.00","$88,000.00",4.1,Creative Circle,Mountain View, CA,"Los Angeles, CA",201 to 500 employees,2002,Company - Public,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
533,Data Analyst,"$44,000.00","$82,000.00",4.1,Creative Circle,Sunnyvale, CA,"Los Angeles, CA",201 to 500 employees,2002,Company - Public,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
843,Data Analyst,"$24,000.00","$48,000.00",4.1,Creative Data Resources,New York, NY,"New York, NY",1 to 50 employees,1992,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
862,Data Analyst,"$24,000.00","$48,000.00",4.1,Creative Data Resources,New York, NY,"New York, NY",1 to 50 employees,1992,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1640,Pharmaceutical Data Analyst,"$64,000.00","$1,13,000.00",4.1,Creative Financial Staffing,Westerville, OH,"Boston, MA",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
810,Data Analyst,"$69,000.00","$1,27,000.00",4.1,Credible,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2012,Company - Public,Lending,Finance, / Non-Applicable,FALSE
1033,Data Analyst,"$63,000.00","$1,16,000.00",4.1,Crisis Response Network,Tempe, AZ,"Tempe, AZ",51 to 200 employees,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),FALSE
1034,Data Analyst,"$47,000.00","$74,000.00",4.1,Criteo,New York, NY,"Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),FALSE
2041,SQL Data Analyst,"$35,000.00","$42,000.00",4.1,Criteo,New York, NY,"Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),FALSE
1087,Data Engineer/Data Analyst,"$26,000.00","$47,000.00",4.1,Cross River Bank,Fort Lee, NJ,"Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),FALSE
1455,IT Data Analyst,"$73,000.00","$89,000.00",4.1,Crossfire Consulting Corporation,New York, NY,"Yorktown Heights, NY",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1861,Senior Data Analyst,"$37,000.00","$68,000.00",4.1,Crossfire Consulting Corporation,New York, NY,"Yorktown Heights, NY",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1563,Marketing Data Analyst,"$37,000.00","$68,000.00",4.1,Crown Castle USA Inc,Houston, TX,"Houston, TX",1001 to 5000 employees,1994,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),FALSE
15,Data Analyst,"$60,000.00","$1,24,000.00",4.1,Crown Castle USA Inc,Houston, TX,"Houston, TX",1001 to 5000 employees,1994,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),FALSE
767,Data Analyst,"$60,000.00","$1,24,000.00",4.1,CRS Group,Chicago, IL,"Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
640,Data Analyst,"$93,000.00","$1,59,000.00",4.1,CRS Group,Chicago, IL,"Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
628,Data Analyst,"$99,000.00","$1,78,000.00",4.1,Crystal Equation,Menlo Park, CA,"Chicago, IL",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),FALSE
977,Data Analyst,"$93,000.00","$1,59,000.00",4.1,Crystal Equation,Menlo Park, CA,"Chicago, IL",51 to 200 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),FALSE
1258,Data System Analyst,"$99,000.00","$1,78,000.00",4.1,CSAA Insurance Group,Glendale, AZ,"Walnut Creek, CA",1001 to 5000 employees,1914,Company - Private,Insurance Carriers,Insurance, / Non-Applicable,FALSE
1726,Research Data Analyst,"$99,000.00","$1,78,000.00",4.1,CSI Tech Inc.,Jacksonville, FL,"Jacksonville, FL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1766,Senior Analyst,"$57,000.00","$1,04,000.00",4.1,CTG,Dallas, TX,"New York, NY",,,Company - Private,,, / Non-Applicable,FALSE
1887,Senior Data Analyst,"$93,000.00","$1,59,000.00",4.1,Cue,San Diego, CA,"San Diego, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, / Non-Applicable,FALSE
1727,Research Data Analyst,"$99,000.00","$1,78,000.00",4.1,Cuny Research Foundation,New York, NY,"New York, NY",10000+ employees,1963,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),FALSE
1014,Data Analyst,"$57,000.00","$1,04,000.00",4.1,Current,New York, NY,"Colorado Springs, CO",201 to 500 employees,,Company - Public,,, / Non-Applicable,FALSE
166,Business Data Analyst,"$89,000.00","$1,51,000.00",4.1,CVS Health,Scottsdale, AZ,"Woonsocket, RI",10000+ employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),FALSE
29,Advance Data Analyst,"$69,000.00","$1,27,000.00",4.1,Cyber Warrior Network,San Antonio, TX,"San Antonio, TX",1 to 50 employees,2015,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
30,Advance Data Analyst,"$58,000.00","$93,000.00",4.1,CyberCoders,Columbus, OH,"Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
31,Advance Data Analyst,"$51,000.00","$93,000.00",4.1,CyberCoders,Hoboken, NJ,"Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1941,Senior Data Analyst,"$51,000.00","$93,000.00",4.1,CyberCoders,Redwood City, CA,"Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
564,Data Analyst,"$89,000.00","$1,51,000.00",4.1,Cyclex Systems,Austin, TX,,,,,,,,FALSE
657,Data Analyst,"$65,000.00","$1,20,000.00",4.1,cyitechsearch,San Bruno, CA,,,,,,,,FALSE
65,Data Analyst,"$89,000.00","$1,51,000.00",4.1,CYNET SYSTEMS,Austin, TX,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1090,Data Engineer/Data Analyst,"$69,000.00","$1,27,000.00",4.1,CYNET SYSTEMS,Charlotte, NC,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1368,Finance Data Analyst,"$89,000.00","$1,51,000.00",4.1,CYNET SYSTEMS,Indianapolis, IN,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1556,Maps Evaluation Data Analyst,"$69,000.00","$1,27,000.00",4.1,CYNET SYSTEMS,San Antonio, TX,"Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1775,Senior Business and Data Analyst,"$69,000.00","$1,27,000.00",4.1,Cypress HCM,Austin, TX,"Walnut Creek, CA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1791,Senior Business and Data Analyst,"$51,000.00","$93,000.00",4.1,Cypress HCM,Los Angeles, CA,"Walnut Creek, CA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1995,Senior Market Research Analyst,"$58,000.00","$93,000.00",4.1,Dallas County,Dallas, TX,"Dallas, TX",201 to 500 employees,,Government,Municipal Governments,Government,$50 to $100 million (USD),FALSE
2003,Senior Quantitative Data Analyst,"$63,000.00","$1,16,000.00",4.1,Dallas Independent School District,Dallas, TX,"Dallas, TX",10000+ employees,1867,School / School District,Preschool & Child Care,Education,$1 to $2 billion (USD),FALSE
2143,Senior Data Scientist/Analyst,"$89,000.00","$1,51,000.00",4.1,Dallas ISD,Dallas, TX,"Dallas, TX",10000+ employees,1867,School / School District,Preschool & Child Care,Education,$1 to $2 billion (USD),FALSE
2158,Senior Research Data Analyst,"$55,000.00","$1,01,000.00",4.1,Darmor Partners,New York, NY,,,,,,,,FALSE
2210,Technical Business/Data Analyst,"$27,000.00","$52,000.00",4.1,Dash Technologies Inc,New York, NY,"Columbus, OH",1 to 50 employees,,,,, / Non-Applicable,FALSE
544,Data Analyst,"$1,10,000.00","$1,90,000.00",4.1,Data Bridge Consultants,Charlotte, NC,,,,,,,,FALSE
555,Data Analyst,"$89,000.00","$1,51,000.00",4.1,Data Bridge Consultants,Charlotte, NC,,,,,,,,FALSE
120,Business Analyst,"$37,000.00","$44,000.00",4.1,Data Bridge Consultants,Charlotte, NC,,,,,,,,FALSE
1070,Data Center Migration PMO Analyst,"$50,000.00","$93,000.00",4.1,DATA Inc.,Charlotte, NC,"Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
723,Data Analyst,"$65,000.00","$81,000.00",4.1,DATA Inc.,Charlotte, NC,"Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
724,Data Analyst,"$1,13,000.00","$1,32,000.00",4.1,DATA Inc.,Charlotte, NC,"Montvale, NJ",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
2138,Senior Data Governance Analyst,"$1,13,000.00","$1,32,000.00",4,Data Systems Integration Group Inc,Columbus, OH,"Dublin, OH",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1755,SAS Data Analyst,"$68,000.00","$87,000.00",4,dataBridge,Charlotte, NC,"Arden, NC",1 to 50 employees,,Other Organization,,, / Non-Applicable,FALSE
1047,Senior Data Analyst,"$57,000.00","$1,00,000.00",4,dataBridge,Charlotte, NC,"Arden, NC",1 to 50 employees,,Other Organization,,, / Non-Applicable,FALSE
1800,Senior Contract Data Analyst,"$78,000.00","$1,04,000.00",4,dataBridge,Charlotte, NC,"Arden, NC",1 to 50 employees,,Other Organization,,, / Non-Applicable,FALSE
197,Business Intelligence Analyst,"$42,000.00","$76,000.00",4,DatamanUSA,Los Angeles, CA,"Centennial, CO",51 to 200 employees,,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),FALSE
576,Data Analyst,"$42,000.00","$76,000.00",4,Dave,Los Angeles, CA,"Los Angeles, CA",1 to 50 employees,2016,Company - Private,Banks & Credit Unions,Finance, / Non-Applicable,FALSE
948,Data Analyst,"$54,000.00","$75,000.00",4,Daylight Solutions,Dallas, TX,"San Diego, CA",51 to 200 employees,,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),FALSE
870,Data Analyst,"$54,000.00","$75,000.00",4,Deacon Recruiting,San Antonio, TX,"San Antonio, TX",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
423,Data Analyst,"$67,000.00","$92,000.00",4,Deacon Recruiting,San Antonio, TX,"San Antonio, TX",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
949,Data Analyst,"$68,000.00","$87,000.00",4,Decision Resources Group,New York, NY,"Burlington, MA",1001 to 5000 employees,1990,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1682,Data Visualization Analyst,"$73,000.00","$82,000.00",4,"Dedicated Tech Services, Inc.",Dublin, OH,"Columbus, OH",1 to 50 employees,2008,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),FALSE
405,Data Analyst,"$60,000.00","$66,000.00",4,"Delaware Investments Colorado Municipal Income Fund, Inc",New York, NY,,,,,,,,FALSE
2004,Senior Research Data Analyst,"$67,000.00","$92,000.00",4,Deliverr Inc,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2017,Company - Private,Logistics & Supply Chain,Transportation & Logistics, / Non-Applicable,FALSE
1438,Information Security Data Analyst,"$28,000.00","$52,000.00",4,Delmarva Foundation,Cerritos, CA,"Easton, MD",501 to 1000 employees,1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),FALSE
560,Data Analyst,"$89,000.00","$1,51,000.00",4,Delmarva Foundation,Dallas, TX,"Easton, MD",501 to 1000 employees,1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),FALSE
1208,Data Science Analyst,"$24,000.00","$48,000.00",4,Delphi-US,Houston, TX,"Newport, RI",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million (USD),FALSE
1209,Data Science Analyst,"$24,000.00","$48,000.00",4,Desert Choice Transport,Glendale, AZ,,,,,,,,FALSE
1702,Risk Data Analyst,"$30,000.00","$53,000.00",4,Desert Financial Credit Union,Phoenix, AZ,"Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),FALSE
1639,Performance Data Analyst,"$24,000.00","$48,000.00",4,Desert Financial Credit Union,Phoenix, AZ,"Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),FALSE
427,Data Analyst,"$67,000.00","$92,000.00",4,Deutsche Bank,Jacksonville, FL,"Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1444,Sales Data Analyst,"$57,000.00","$67,000.00",4,Deutsche Bank,Jacksonville, FL,"Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1943,Senior Data Analyst,"$57,000.00","$67,000.00",4,Deutsche Bank,Jacksonville, FL,"Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
681,Data Analyst,"$57,000.00","$67,000.00",4,Devotion Business Solutions,Anaheim, CA,,,,,,,,FALSE
431,Data Analyst,"$67,000.00","$92,000.00",4,"Dexcom, Inc.",San Diego, CA,"San Diego, CA",1001 to 5000 employees,1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),FALSE
2040,SQL Data Analyst,"$49,000.00","$91,000.00",4,Dextro Software Systems,Bensalem, PA,"Princeton Junction, NJ",51 to 200 employees,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),TRUE
950,Data Analyst,"$98,000.00","$1,14,000.00",4,DHL,Westerville, OH,"Bonn, Germany",10000+ employees,1969,Company - Private,Logistics & Supply Chain,Transportation & Logistics, / Non-Applicable,FALSE
1471,Junior Data Analyst,"$42,000.00","$66,000.00",4,Didi Hirsch Mental Health Services,Inglewood, CA,"Culver City, CA",201 to 500 employees,1944,Nonprofit Organization,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
804,Data Analyst,"$48,000.00","$96,000.00",4,Dire Wolf Digital,Denver, CO,"Denver, CO",51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology, / Non-Applicable,FALSE
1173,Data Quality Analyst,"$29,000.00","$38,000.00",4,Discount Tire,Scottsdale, AZ,"Scottsdale, AZ",10000+ employees,1960,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),FALSE
441,Data Analyst,"$29,000.00","$38,000.00",4,Discount Tire Corporate Careers,Scottsdale, AZ,,,,,,,,FALSE
1144,Data Management Analyst,"$74,000.00","$1,23,000.00",4,"Discovery Communications, Inc.",New York, NY,"New York, NY",10000+ employees,1985,Company - Public,TV Broadcast & Cable Networks,Media,$5 to $10 billion (USD),FALSE
1319,Data Analyst,"$74,000.00","$1,23,000.00",4,Disney Streaming Services,New York, NY,"New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1735,Data Warehouse Analyst,"$74,000.00","$1,23,000.00",4,Disney Streaming Services,New York, NY,"New York, NY",501 to 1000 employees,2018,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1894,Senior Data Analyst,"$34,000.00","$61,000.00",4,DISQO,Glendale, CA,"Glendale, CA",51 to 200 employees,2014,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
1745,SAP Data Analyst,"$48,000.00","$88,000.00",4,Diversant LLC,Charlotte, NC,"Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
225,Claims Data Analyst,"$41,000.00","$86,000.00",4,Diversant LLC,Dallas, TX,"Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2178,Systems and Data Analyst,"$48,000.00","$88,000.00",4,Diversant LLC,Dallas, TX,"Red Bank, NJ",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
183,Business Data Analyst,"$35,000.00","$67,000.00",4,Diverse Lynx,Charlotte, NC,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1081,Data Development Analyst,"$35,000.00","$67,000.00",4,Diverse Lynx,Chicago, IL,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1436,Information Security Data Analyst,"$55,000.00","$1,01,000.00",4,Diverse Lynx,Jacksonville, FL,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1629,Operations Data Analyst,"$34,000.00","$61,000.00",4,Diverse Lynx,Malvern, PA,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
375,Data Analyst,"$55,000.00","$1,03,000.00",4,Diverse Lynx,New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1339,Epidemiologist Data Analyst,"$57,000.00","$1,03,000.00",4,Diverse Lynx,New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
385,Data Analyst,"$55,000.00","$1,03,000.00",4,Diverse Lynx,New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1130,Data Intelligence Analyst,"$42,000.00","$66,000.00",4,Diverse Lynx,New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1824,Senior Data Analyst,"$37,000.00","$70,000.00",4,Diverse Lynx,New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1829,Senior Data Analyst,"$57,000.00","$1,03,000.00",4,Diverse Lynx,New York, NY,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
136,Business Analyst,"$1,13,000.00","$1,32,000.00",4,Diverse Lynx,Phoenix, AZ,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
40,Data Analyst,"$84,000.00","$90,000.00",4,Diverse Lynx,Plano, TX,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1648,Practice Analyst,"$59,000.00","$85,000.00",4,Diverse Lynx,San Antonio, TX,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
2105,Senior Data Analyst,"$65,000.00","$81,000.00",4,Diverse Lynx,San Antonio, TX,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1525,Lead Data Analyst,"$58,000.00","$93,000.00",4,Diverse Lynx,San Francisco, CA,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
697,Data Analyst,"$84,000.00","$90,000.00",4,Diverse Lynx,San Francisco, CA,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
932,Data Analyst,"$51,000.00","$88,000.00",4,Diverse Lynx,San Francisco, CA,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1294,Data Reporting Analyst,"$60,000.00","$1,10,000.00",4,Diverse Lynx,San Francisco, CA,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
33,Advertising Data Analyst,"$46,000.00","$87,000.00",4,Diverse Lynx,San Francisco, CA,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
291,Data Analyst,"$37,000.00","$66,000.00",4,Diverse Lynx,San Jose, CA,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
811,Data Analyst,"$46,000.00","$87,000.00",4,Diverse Lynx,Santa Clara, CA,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1435,Data Analyst,"$77,000.00","$1,32,000.00",4,Diverse Lynx,Tempe, AZ,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
955,Data Analyst,"$51,000.00","$88,000.00",4,DJO Global,Dallas, TX,"Dallas, TX",5001 to 10000 employees,1978,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$1 to $2 billion (USD),FALSE
284,Data Analyst,"$37,000.00","$66,000.00",4,DL Staffing Solutions,Newtown, PA,,,,,,,,FALSE
285,Data Analyst,"$37,000.00","$66,000.00",4,DL Staffing Solutions,Philadelphia, PA,,,,,,,,FALSE
330,Data Analyst,"$43,000.00","$76,000.00",4,DMGT,New York, NY,"London, United Kingdom",5001 to 10000 employees,1896,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),FALSE
1219,Data Science Analyst,"$46,000.00","$87,000.00",4,Dollar Shave Club,Marina del Rey, CA,"Marina del Rey, CA",201 to 500 employees,2011,Company - Private,Beauty & Personal Accessories Stores,Retail, / Non-Applicable,FALSE
1901,Senior Data Analyst,"$77,000.00","$1,32,000.00",4,Donnelly & Moore Corporation,New York, NY,"New City, NY",1 to 50 employees,1997,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
316,Data Analyst,"$51,000.00","$87,000.00",4,Door Sales & Installations,Tempe, AZ,,,,,,,,FALSE
958,Data Analyst,"$59,000.00","$85,000.00",4,Dot 818,Glendale, CA,,,,,,,,FALSE
1008,Data Analyst,"$42,000.00","$74,000.00",4,Dot818,Glendale, CA,"Glendale, CA",1 to 50 employees,2011,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,FALSE
1011,Data Analyst,"$42,000.00","$74,000.00",4,Doximity,San Francisco, CA,"San Francisco, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology, / Non-Applicable,FALSE
1190,Data Quality Analyst,"$98,000.00","$1,14,000.00",4,DrangKro Aerospace,Salt Lake City, UT,,,,,,,,FALSE
1708,Remote: Data Analyst,"$42,000.00","$74,000.00",4,Driven Brands,Charlotte, NC,"Charlotte, NC",1001 to 5000 employees,2006,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),FALSE
1899,Senior Data Analyst,"$27,000.00","$52,000.00",4,DT Professional Services,Los Angeles, CA,"Canoga Park, CA",1 to 50 employees,2013,Company - Public,,,Less than $1 million (USD),FALSE
1900,Senior Data Analyst,"$42,000.00","$74,000.00",4,Duetto,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),TRUE
1909,Senior Data Analyst,"$27,000.00","$52,000.00",4,Dunhill Professional Search,Chesapeake, VA,"Wilmington, NC",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1654,Principal Data Analyst,"$46,000.00","$87,000.00",4,Duolingo,New York, NY,"Pittsburgh, PA",201 to 500 employees,2011,Company - Private,Internet,Information Technology,$10 to $25 million (USD),FALSE
1656,Principal Data Analyst,"$45,000.00","$88,000.00",4,DW Simpson,Denver, CO,"Chicago, IL",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
1770,Senior Analyst,"$41,000.00","$78,000.00",4,DynPro Inc.,San Jose, CA,"Raleigh, NC",51 to 200 employees,1996,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1934,Senior Data Analyst,"$46,000.00","$87,000.00",4,E Business International,Fort Worth, TX,"Princeton, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
2194,Tableau Data Analyst,"$1,10,000.00","$1,90,000.00",4,EAG Services,Houston, TX,"Houston, TX",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
481,Data Analyst,"$37,000.00","$44,000.00",4,Eagle Investment Systems,New York, NY,"Wellesley, MA",501 to 1000 employees,1989,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),FALSE
1729,Senior Research Data Analyst,"$35,000.00","$45,000.00",4,EApps Tech LLC,Sunnyvale, CA,,,,,,,,FALSE
222,Certified Tumor Registrar/Data Analyst,"$50,000.00","$93,000.00",4,Earnest Research,New York, NY,"New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
1953,Senior Data Analyst,"$46,000.00","$1,02,000.00",4,Eastern Airlines LLC,Wayne, PA,"Miami, FL",1 to 50 employees,,Company - Private,,,$5 to $10 million (USD),FALSE
